Eguna	Hilab	Urtea	Tokia	Tmax	Tmin	Tmean	Vmax	Euria
26	5	2022	vilaplana	25.4	14.1	18.6	55.0	0.3
27	5	2022	vilaplana	29.1	15.6	21.6	39.0	1.3
28	5	2022	vilaplana	30.9	18.2	23.6	40.0	0.0
29	5	2022	vilaplana	23.9	15.0	19.7	39.0	0.8
30	5	2022	vilaplana	23.9	14.4	18.9	39.0	0.5
31	5	2022	vilaplana	25.9	14.2	20.2	32.0	1.8
1	6	2022	vilaplana	26.3	14.1	20.2	34.0	0.0
2	6	2022	vilaplana	26.8	14.3	20.9	37.0	0.0
3	6	2022	vilaplana	27.2	15.6	21.3	39.0	0.0
4	6	2022	vilaplana	28.4	14.7	20.8	42.0	0.0
5	6	2022	vilaplana	28.8	16.6	22.9	50.0	0.0
6	6	2022	vilaplana	25.9	15.8	21.1	35.0	0.0
7	6	2022	vilaplana	26.3	16.5	21.4	39.0	0.0
8	6	2022	vilaplana	27.1	17.9	21.7	35.0	0.0
9	6	2022	vilaplana	30.1	17.1	21.8	44.0	0.0
10	6	2022	vilaplana	27.1	14.9	21.5	39.0	0.0
11	6	2022	vilaplana	29.7	17.2	23.9	34.0	1.3
12	6	2022	vilaplana	31.4	19.3	25.4	32.0	0.5
13	6	2022	vilaplana	30.2	18.5	24.3	34.0	0.0
14	6	2022	vilaplana	31.8	18.8	24.2	55.0	0.0
15	6	2022	vilaplana	33.7	19.8	26.7	32.0	0.5
16	6	2022	vilaplana	32.8	20.1	26.8	32.0	0.0
17	6	2022	vilaplana	34.3	23.4	28.7	39.0	0.0
18	6	2022	vilaplana	33.2	19.1	26.9	42.0	0.0
19	6	2022	vilaplana	30.1	18.3	24.3	45.0	0.0
20	6	2022	vilaplana	26.0	21.2	23.6	39.0	0.0
21	6	2022	vilaplana	30.2	18.6	23.0	52.0	4.6
22	6	2022	vilaplana	27.8	17.7	22.7	44.0	0.0
23	6	2022	vilaplana	27.8	17.9	22.6	47.0	2.0
24	6	2022	vilaplana	29.1	17.9	23.7	63.0	0.0
25	6	2022	vilaplana	27.2	17.8	22.3	45.0	0.0
26	6	2022	vilaplana	27.2	17.4	21.9	42.0	0.0
27	6	2022	vilaplana	23.3	16.3	20.2	50.0	1.0
28	6	2022	vilaplana	29.9	18.4	23.8	40.0	0.0
29	6	2022	vilaplana	26.0	16.5	21.6	34.0	0.0
30	6	2022	vilaplana	25.8	17.1	21.8	35.0	0.0
1	7	2022	vilaplana	26.5	17.0	21.0	45.0	0.0
2	7	2022	vilaplana	27.7	16.0	22.0	44.0	0.0
3	7	2022	vilaplana	30.9	18.4	24.9	50.0	0.0
4	7	2022	vilaplana	32.3	20.3	25.7	42.0	0.0
5	7	2022	vilaplana	29.6	19.8	24.6	53.0	4.6
6	7	2022	vilaplana	26.8	17.3	21.3	69.0	18.0
7	7	2022	vilaplana	29.8	17.7	23.8	47.0	0.0
8	7	2022	vilaplana	30.6	16.7	23.3	42.0	0.0
9	7	2022	vilaplana	30.8	19.0	24.9	39.0	0.0
10	7	2022	vilaplana	31.3	19.6	25.5	47.0	0.0
11	7	2022	vilaplana	29.7	19.4	24.7	35.0	0.0
12	7	2022	vilaplana	30.8	19.4	25.6	34.0	0.0
13	7	2022	vilaplana	31.1	20.4	25.5	37.0	0.0
14	7	2022	vilaplana	29.8	19.6	24.7	37.0	0.0
15	7	2022	vilaplana	35.3	21.7	28.9	37.0	0.0
16	7	2022	vilaplana	32.9	22.6	28.1	35.0	0.0
17	7	2022	vilaplana	32.7	21.4	26.9	34.0	0.0
18	7	2022	vilaplana	31.5	20.6	26.2	37.0	0.0
19	7	2022	vilaplana	31.1	18.9	24.8	37.0	0.0
20	7	2022	vilaplana	30.9	21.1	25.6	40.0	0.0
21	7	2022	vilaplana	30.4	20.1	25.3	42.0	0.0
22	7	2022	vilaplana	32.3	20.4	26.2	37.0	0.0
23	7	2022	vilaplana	30.8	20.5	25.3	42.0	0.0
24	7	2022	vilaplana	32.2	21.0	26.4	34.0	0.0
25	7	2022	vilaplana	33.3	21.7	26.8	39.0	0.0
26	7	2022	vilaplana	32.2	20.2	25.3	45.0	0.0
27	7	2022	vilaplana	29.8	20.6	24.4	45.0	0.0
28	7	2022	vilaplana	28.1	21.4	23.7	34.0	2.8
29	7	2022	vilaplana	28.6	21.9	24.4	42.0	0.0
30	7	2022	vilaplana	26.8	20.4	23.6	34.0	0.0
31	7	2022	vilaplana	29.5	21.1	25.1	39.0	0.0
1	3	2020	la-mussara	12.7	6.8	9.8	6.3	0.0
2	3	2020	la-mussara	10.4	1.2	6.2	14.0	4.0
3	3	2020	la-mussara	11.0	1.6	5.2	17.9	0.0
4	3	2020	la-mussara	14.4	5.4	10.1	16.3	0.0
5	3	2020	la-mussara	13.9	3.3	9.1	14.0	0.4
6	3	2020	la-mussara	6.4	-0.1	3.2	19.0	0.0
7	3	2020	la-mussara	10.6	-0.3	4.6	9.0	0.0
8	3	2020	la-mussara	12.8	3.3	7.9	4.3	0.0
9	3	2020	la-mussara	9.7	3.6	6.6	16.1	0.0
10	3	2020	la-mussara	14.6	2.2	8.3	7.6	0.0
11	3	2020	la-mussara	18.7	11.6	14.6	6.4	0.0
12	3	2020	la-mussara	21.2	10.8	17.1	0.2	0.0
13	3	2020	la-mussara	12.6	6.6	9.4	3.1	0.0
14	3	2020	la-mussara	14.4	5.1	9.3	5.3	0.0
15	3	2020	la-mussara	8.4	6.2	7.4	10.5	0.8
16	3	2020	la-mussara	8.8	4.7	7.2	11.3	35.6
17	3	2020	la-mussara	10.3	6.8	8.1	8.5	3.2
18	3	2020	la-mussara	11.6	6.9	8.7	2.7	0.0
19	3	2020	la-mussara	9.2	3.8	6.9	4.2	0.4
20	3	2020	la-mussara	9.3	3.9	6.0	5.3	0.0
21	3	2020	la-mussara	10.0	3.3	6.1	2.1	0.0
22	3	2020	la-mussara	8.8	4.6	6.4	1.0	8.0
23	3	2020	la-mussara	8.5	5.9	6.8	2.6	4.4
24	3	2020	la-mussara	6.7	1.6	4.5	2.4	3.2
25	3	2020	la-mussara	2.3	-0.6	1.2	1.4	1.6
26	3	2020	la-mussara	3.8	0.0	1.7	2.7	8.0
27	3	2020	la-mussara	7.6	-0.1	3.5	1.0	1.6
28	3	2020	la-mussara	11.4	4.3	7.2	2.6	0.0
29	3	2020	la-mussara	13.4	3.3	9.0	7.9	0.0
30	3	2020	la-mussara	4.2	-1.2	1.0	10.3	0.2
31	3	2020	la-mussara	5.3	1.9	4.2	11.3	10.6
1	4	2020	la-mussara	5.8	4.5	5.2	10.3	21.6
2	4	2020	la-mussara	7.3	4.4	5.4	1.1	3.4
3	4	2020	la-mussara	11.4	1.5	6.1	8.5	1.0
3	4	2020	la-mussara	11.4	1.5	6.1	8.4	1.0
4	4	2020	la-mussara	10.7	5.3	7.7	5.1	0.0
5	4	2020	la-mussara	10.3	5.1	7.1	4.2	0.0
6	4	2020	la-mussara	10.2	4.9	7.2	6.1	0.0
7	4	2020	la-mussara	10.8	6.1	7.8	7.6	4.8
8	4	2020	la-mussara	11.2	7.0	8.7	5.0	0.0
9	4	2020	la-mussara	12.7	7.0	9.8	4.8	0.0
10	4	2020	la-mussara	13.1	8.5	10.4	3.4	0.0
11	4	2020	la-mussara	11.5	8.3	9.4	1.6	0.0
12	4	2020	la-mussara	12.9	7.0	9.8	5.0	0.0
13	4	2020	la-mussara	11.6	7.6	9.1	4.3	5.6
14	4	2020	la-mussara	12.7	7.2	9.5	1.8	0.4
15	4	2020	la-mussara	11.4	6.7	8.9	3.9	0.8
16	4	2020	la-mussara	11.9	7.6	9.6	1.6	2.0
17	4	2020	la-mussara	15.9	7.3	11.1	0.3	0.0
18	4	2020	la-mussara	15.5	9.9	12.2	1.8	9.2
19	4	2020	la-mussara	13.2	9.8	11.0	1.3	9.6
20	4	2020	la-mussara	12.0	9.8	10.5	5.0	12.8
21	4	2020	la-mussara	10.0	8.1	8.8	6.6	37.6
22	4	2020	la-mussara	12.1	6.4	8.8	6.6	7.2
23	4	2020	la-mussara	13.3	6.6	9.7	0.3	0.4
24	4	2020	la-mussara	13.5	8.9	11.2	3.7	0.0
25	4	2020	la-mussara	15.1	8.9	11.5	3.1	0.0
26	4	2020	la-mussara	15.5	9.8	12.2	3.2	0.0
27	4	2020	la-mussara	14.5	7.7	10.7	1.9	5.8
27	4	2020	la-mussara	14.5	7.7	10.7	1.9	6.0
28	4	2020	la-mussara	14.9	6.9	10.7	6.3	0.4
29	4	2020	la-mussara	16.1	6.9	11.4	1.3	0.0
30	4	2020	la-mussara	16.2	10.6	12.9	10.1	0.0
1	5	2020	la-mussara	19.0	10.8	15.2	9.8	0.0
2	5	2020	la-mussara	21.3	13.4	16.8	9.8	0.0
3	5	2020	la-mussara	20.3	13.1	16.6	6.3	0.0
4	5	2020	la-mussara	19.2	14.7	17.1	7.6	0.0
5	5	2020	la-mussara	22.1	15.2	18.3	1.4	0.0
6	5	2020	la-mussara	19.4	14.8	16.7	2.4	0.0
7	5	2020	la-mussara	18.2	12.9	15.3	2.4	0.0
8	5	2020	la-mussara	18.8	11.8	14.6	1.8	0.0
9	5	2020	la-mussara	14.5	10.3	12.4	2.4	0.0
10	5	2020	la-mussara	12.6	8.4	10.3	9.7	33.6
11	5	2020	la-mussara	17.1	8.7	12.1	9.0	0.8
12	5	2020	la-mussara	13.8	10.2	11.4	6.9	2.4
13	5	2020	la-mussara	16.0	8.3	11.8	3.4	3.2
14	5	2020	la-mussara	11.4	8.4	9.6	2.1	29.6
15	5	2020	la-mussara	13.1	8.2	10.5	3.1	0.8
16	5	2020	la-mussara	14.7	8.6	10.7	5.5	9.6
17	5	2020	la-mussara	17.6	7.6	12.2	4.8	0.2
18	5	2020	la-mussara	19.5	8.1	14.4	7.2	0.0
19	5	2020	la-mussara	22.5	8.6	16.3	12.6	0.2
20	5	2020	la-mussara	23.4	12.8	18.1	5.5	0.0
21	5	2020	la-mussara	23.3	15.1	19.8	5.0	0.0
22	5	2020	la-mussara	24.2	18.4	20.8	5.6	0.0
23	5	2020	la-mussara	21.7	13.6	18.5	5.1	0.0
24	5	2020	la-mussara	17.2	11.7	14.1	5.0	0.0
25	5	2020	la-mussara	16.8	11.6	13.7	3.7	5.6
26	5	2020	la-mussara	19.6	12.5	16.8	5.3	0.0
27	5	2020	la-mussara	19.4	13.0	16.3	5.1	0.0
28	5	2020	la-mussara	18.4	12.8	15.5	4.5	0.0
29	5	2020	la-mussara	21.1	12.6	16.7	6.0	0.0
30	5	2020	la-mussara	16.8	11.8	13.8	7.2	0.0
31	5	2020	la-mussara	15.6	10.8	13.1	7.6	6.2
1	6	2020	la-mussara	17.7	11.9	14.4	1.9	0.2
2	6	2020	la-mussara	17.4	12.5	14.7	0.5	0.0
3	6	2020	la-mussara	18.8	12.1	15.2	2.4	8.2
4	6	2020	la-mussara	15.4	9.1	11.7	13.4	1.8
5	6	2020	la-mussara	19.3	8.2	13.6	12.7	0.0
6	6	2020	la-mussara	20.0	12.7	16.2	1.1	4.0
7	6	2020	la-mussara	16.7	7.1	12.2	2.9	17.2
8	6	2020	la-mussara	13.1	5.0	9.2	9.5	3.6
9	6	2020	la-mussara	17.1	6.6	11.3	8.4	0.0
10	6	2020	la-mussara	17.2	6.6	12.4	4.0	0.0
11	6	2020	la-mussara	15.3	11.3	13.3	2.9	0.0
12	6	2020	la-mussara	17.3	11.0	13.9	4.2	0.0
13	6	2020	la-mussara	18.7	10.5	14.2	10.6	0.0
14	6	2020	la-mussara	18.1	12.7	15.6	5.3	0.0
15	6	2020	la-mussara	19.0	14.1	16.0	5.0	0.0
16	6	2020	la-mussara	16.1	11.1	12.8	4.5	9.2
17	6	2020	la-mussara	18.2	9.6	12.9	7.4	0.0
18	6	2020	la-mussara	15.6	10.1	12.9	5.0	11.8
19	6	2020	la-mussara	15.3	11.0	13.3	3.4	0.2
20	6	2020	la-mussara	19.5	13.9	16.4	1.9	0.0
21	6	2020	la-mussara	25.7	16.7	20.6	1.6	0.0
22	6	2020	la-mussara	23.3	12.9	17.9	2.4	0.0
23	6	2020	la-mussara	20.3	14.9	17.7	2.3	0.0
24	6	2020	la-mussara	21.3	16.6	18.9	3.4	0.0
25	6	2020	la-mussara	23.6	16.9	20.3	3.1	0.0
26	6	2020	la-mussara	22.7	17.4	20.1	5.3	0.0
27	6	2020	la-mussara	22.6	16.8	19.8	1.4	0.0
28	6	2020	la-mussara	22.4	15.9	19.4	1.1	0.0
29	6	2020	la-mussara	22.2	17.1	19.3	2.4	0.0
30	6	2020	la-mussara	20.9	16.4	18.5	4.5	0.0
1	7	2020	la-mussara	25.5	17.5	22.2	3.1	0.0
2	7	2020	la-mussara	21.8	15.1	18.6	1.9	0.8
3	7	2020	la-mussara	22.0	11.3	15.6	3.9	0.0
4	7	2020	la-mussara	24.0	10.5	17.1	2.7	0.0
5	7	2020	la-mussara	24.7	14.6	19.9	1.3	0.0
6	7	2020	la-mussara	27.7	13.8	21.4	1.9	0.0
7	7	2020	la-mussara	24.0	10.6	17.8	2.4	0.0
8	7	2020	la-mussara	22.3	17.2	19.6	2.4	0.0
9	7	2020	la-mussara	28.4	16.2	20.9	1.1	0.0
10	7	2020	la-mussara	24.6	18.8	21.6	3.2	0.0
11	7	2020	la-mussara	23.9	14.1	18.7	2.9	0.0
12	7	2020	la-mussara	26.0	16.4	18.7	2.4	1.6
13	7	2020	la-mussara	22.6	16.2	19.2	3.9	1.2
14	7	2020	la-mussara	22.4	11.6	16.7	2.9	0.0
15	7	2020	la-mussara	23.8	10.7	17.2	2.1	0.0
16	7	2020	la-mussara	22.2	11.4	17.0	2.6	0.0
17	7	2020	la-mussara	24.3	12.6	17.8	1.9	0.0
18	7	2020	la-mussara	24.7	13.3	18.4	2.4	0.0
19	7	2020	la-mussara	22.7	15.7	19.2	4.2	0.4
20	7	2020	la-mussara	22.7	16.7	19.3	4.3	0.0
21	7	2020	la-mussara	24.4	17.8	21.1	4.0	0.0
22	7	2020	la-mussara	25.2	19.8	21.8	2.7	0.0
23	7	2020	la-mussara	27.6	20.5	23.8	1.3	0.0
24	7	2020	la-mussara	25.7	17.6	21.4	2.4	0.0
25	7	2020	la-mussara	24.3	16.1	20.1	3.9	0.0
26	7	2020	la-mussara	24.0	17.6	20.3	4.0	0.0
27	7	2020	la-mussara	26.4	17.3	22.3	3.2	0.0
28	7	2020	la-mussara	27.4	20.7	23.5	3.1	0.0
29	7	2020	la-mussara	25.0	19.6	22.6	1.6	0.0
30	7	2020	la-mussara	28.6	21.5	24.8	2.9	0.0
31	7	2020	la-mussara	29.5	22.9	26.1	1.0	0.0
1	8	2020	la-mussara	29.4	18.3	26.2	1.9	0.0
2	8	2020	la-mussara	27.3	14.8	20.3	5.5	0.0
3	8	2020	la-mussara	24.2	12.9	17.3	5.6	0.0
4	8	2020	la-mussara	23.1	11.6	17.2	3.9	0.0
5	8	2020	la-mussara	23.9	13.5	18.7	2.9	0.0
6	8	2020	la-mussara	24.3	16.3	21.3	3.4	0.0
7	8	2020	la-mussara	25.9	20.3	22.9	1.4	0.0
8	8	2020	la-mussara	27.8	22.0	24.6	1.9	0.0
9	8	2020	la-mussara	27.6	22.2	25.0	3.1	0.0
10	8	2020	la-mussara	24.8	19.8	22.4	1.6	0.0
11	8	2020	la-mussara	27.0	19.3	22.3	2.6	0.0
12	8	2020	la-mussara	24.3	16.8	19.9	1.1	15.2
13	8	2020	la-mussara	24.3	17.4	21.1	1.3	0.0
14	8	2020	la-mussara	21.5	18.3	19.4	2.4	0.0
15	8	2020	la-mussara	22.4	17.5	19.2	6.3	0.0
16	8	2020	la-mussara	25.3	16.1	19.8	5.0	0.4
17	8	2020	la-mussara	22.3	16.7	19.4	2.1	0.0
18	8	2020	la-mussara	23.1	16.6	19.8	1.3	0.0
19	8	2020	la-mussara	24.8	18.6	21.4	4.8	0.0
20	8	2020	la-mussara	24.8	18.9	21.9	6.8	0.0
21	8	2020	la-mussara	26.8	18.4	22.8	1.4	0.0
22	8	2020	la-mussara	24.3	17.6	20.9	1.9	0.0
23	8	2020	la-mussara	24.2	13.9	18.8	3.1	0.0
24	8	2020	la-mussara	24.8	12.7	18.8	2.3	0.0
25	8	2020	la-mussara	23.3	18.0	21.0	1.4	0.0
26	8	2020	la-mussara	24.4	18.8	21.5	1.8	0.0
27	8	2020	la-mussara	22.5	17.9	20.6	0.8	0.0
28	8	2020	la-mussara	21.4	13.1	18.9	3.9	16.8
29	8	2020	la-mussara	16.8	10.3	12.9	7.6	1.0
30	8	2020	la-mussara	19.1	7.7	12.8	7.2	0.0
31	8	2020	la-mussara	20.7	7.5	13.9	1.9	0.0
1	9	2020	la-mussara	19.6	14.4	16.3	1.6	0.0
2	9	2020	la-mussara	21.2	10.7	15.4	1.6	0.2
3	9	2020	la-mussara	22.5	12.1	17.3	2.6	0.4
4	9	2020	la-mussara	21.9	15.8	18.1	2.7	0.0
5	9	2020	la-mussara	21.9	15.1	17.9	1.6	0.0
6	9	2020	la-mussara	23.0	12.1	17.5	3.2	0.0
7	9	2020	la-mussara	17.5	9.6	13.3	4.7	0.0
8	9	2020	la-mussara	20.1	10.3	15.2	1.6	0.0
9	9	2020	la-mussara	17.6	13.8	15.1	1.9	0.0
10	9	2020	la-mussara	20.8	13.4	16.9	1.0	0.4
11	9	2020	la-mussara	23.9	13.8	18.6	1.8	0.0
12	9	2020	la-mussara	24.6	16.5	20.5	3.4	0.0
13	9	2020	la-mussara	25.1	18.7	21.4	3.2	0.0
14	9	2020	la-mussara	24.1	17.3	20.4	2.9	0.0
15	9	2020	la-mussara	22.6	17.2	19.8	2.6	0.0
16	9	2020	la-mussara	23.7	17.9	20.4	1.3	0.8
17	9	2020	la-mussara	22.4	16.0	19.7	1.6	0.0
18	9	2020	la-mussara	18.9	15.5	17.0	4.2	78.6
19	9	2020	la-mussara	20.0	14.8	16.9	3.1	0.2
20	9	2020	la-mussara	21.5	13.3	16.3	6.8	0.0
21	9	2020	la-mussara	19.4	14.1	15.9	1.0	0.2
22	9	2020	la-mussara	20.1	12.7	15.7	1.1	0.0
23	9	2020	la-mussara	21.6	13.9	17.3	0.6	0.0
24	9	2020	la-mussara	18.9	14.2	16.1	4.3	0.4
25	9	2020	la-mussara	14.2	6.4	9.6	18.5	0.0
26	9	2020	la-mussara	14.9	5.8	10.1	9.3	0.6
27	9	2020	la-mussara	14.2	4.8	9.4	15.9	0.0
28	9	2020	la-mussara	16.8	5.8	10.8	13.0	0.0
29	9	2020	la-mussara	17.8	8.9	13.6	3.7	0.0
30	9	2020	la-mussara	18.5	12.1	14.8	4.5	0.0
1	10	2020	la-mussara	19.7	12.3	15.7	1.8	0.2
2	10	2020	la-mussara	14.1	5.3	9.3	11.3	8.4
3	10	2020	la-mussara	12.2	5.1	8.3	5.1	0.0
4	10	2020	la-mussara	13.1	6.9	9.4	4.5	0.0
5	10	2020	la-mussara	13.2	6.3	9.9	14.3	0.0
6	10	2020	la-mussara	19.8	8.9	14.4	8.7	0.0
7	10	2020	la-mussara	19.6	11.7	15.2	13.0	0.0
8	10	2020	la-mussara	13.1	9.9	10.9	4.3	0.0
8	10	2020	la-mussara	16.2	9.9	13.4	1.9	0.0
9	10	2020	la-mussara	15.9	13.3	14.7	0.5	0.4
10	10	2020	la-mussara	17.7	6.4	12.9	1.9	0.4
11	10	2020	la-mussara	12.9	4.9	8.1	8.4	0.0
12	10	2020	la-mussara	13.3	4.4	8.2	13.2	0.0
13	10	2020	la-mussara	15.0	6.8	10.4	12.7	0.0
14	10	2020	la-mussara	11.4	3.6	7.2	15.6	0.0
15	10	2020	la-mussara	10.7	2.4	5.7	14.6	0.0
16	10	2020	la-mussara	11.6	1.3	5.8	6.0	0.0
17	10	2020	la-mussara	12.1	4.6	8.4	0.8	0.0
18	10	2020	la-mussara	15.1	6.7	10.3	0.6	0.0
19	10	2020	la-mussara	12.8	9.8	11.2	5.8	0.0
20	10	2020	la-mussara	12.9	11.1	12.0	5.3	1.0
21	10	2020	la-mussara	19.3	12.5	15.3	3.9	0.0
22	10	2020	la-mussara	15.3	11.9	13.4	3.2	4.4
23	10	2020	la-mussara	14.5	9.2	12.1	6.1	0.2
24	10	2020	la-mussara	14.8	8.0	10.8	6.4	0.0
25	10	2020	la-mussara	15.3	8.5	11.6	3.4	0.0
26	10	2020	la-mussara	9.6	4.7	7.0	14.6	0.4
27	10	2020	la-mussara	11.3	5.2	7.6	11.4	0.0
28	10	2020	la-mussara	14.9	8.2	11.3	7.6	0.0
29	10	2020	la-mussara	16.1	8.8	11.7	1.8	0.0
30	10	2020	la-mussara	19.1	10.1	14.4	0.6	0.0
31	10	2020	la-mussara	20.7	13.6	16.7	0.8	0.0
1	11	2020	la-mussara	19.4	12.7	15.7	1.4	0.0
2	11	2020	la-mussara	20.6	13.8	16.8	0.0	0.0
3	11	2020	la-mussara	14.0	6.2	10.1	0.8	3.2
4	11	2020	la-mussara	8.1	4.1	6.4	2.4	25.6
5	11	2020	la-mussara	11.1	6.5	9.2	4.7	4.8
6	11	2020	la-mussara	12.3	10.7	11.7	4.2	3.4
7	11	2020	la-mussara	13.1	8.8	11.0	5.8	15.0
8	11	2020	la-mussara	14.0	8.1	10.6	3.1	0.2
9	11	2020	la-mussara	14.7	9.0	10.9	0.8	0.0
10	11	2020	la-mussara	13.6	8.0	10.2	3.9	0.2
11	11	2020	la-mussara	13.1	6.8	9.6	1.0	0.4
12	11	2020	la-mussara	13.1	8.6	10.4	0.3	0.2
13	11	2020	la-mussara	12.3	7.8	9.8	0.3	0.2
14	11	2020	la-mussara	12.3	9.3	10.8	0.2	0.4
15	11	2020	la-mussara	15.4	8.9	12.7	1.4	0.0
16	11	2020	la-mussara	13.9	7.0	10.9	3.2	0.0
17	11	2020	la-mussara	15.0	6.6	9.9	1.4	0.0
18	11	2020	la-mussara	14.8	7.4	10.6	0.2	0.0
19	11	2020	la-mussara	14.9	4.8	10.8	9.8	0.0
20	11	2020	la-mussara	8.7	2.2	5.0	15.3	0.0
21	11	2020	la-mussara	9.5	1.9	5.4	0.6	0.0
22	11	2020	la-mussara	10.3	3.3	6.1	0.0	0.4
23	11	2020	la-mussara	10.2	4.1	6.8	0.8	0.0
24	11	2020	la-mussara	8.4	5.0	6.8	1.4	0.4
25	11	2020	la-mussara	9.3	7.3	8.2	2.9	0.0
26	11	2020	la-mussara	10.4	7.7	9.2	4.7	0.4
27	11	2020	la-mussara	9.5	6.7	8.7	6.8	12.4
1	12	2020	la-mussara	7.1	3.4	5.3	13.7	0.0
2	12	2020	la-mussara	4.6	-1.2	2.4	18.3	0.0
3	12	2020	la-mussara	6.6	-1.3	2.6	11.7	0.0
4	12	2020	la-mussara	5.7	0.1	3.2	7.4	0.0
5	12	2020	la-mussara	3.3	-0.8	0.9	16.3	0.0
6	12	2020	la-mussara	4.2	0.1	1.9	15.6	0.0
7	12	2020	la-mussara	6.8	1.4	3.8	8.2	6.8
8	12	2020	la-mussara	2.8	0.5	1.8	15.1	0.0
9	12	2020	la-mussara	4.4	-0.2	1.9	13.7	0.0
10	12	2020	la-mussara	7.8	1.3	4.8	16.3	1.0
11	12	2020	la-mussara	11.0	4.7	7.6	9.5	11.8
12	12	2020	la-mussara	8.0	4.4	6.1	21.4	0.0
13	12	2020	la-mussara	10.7	3.7	7.1	6.8	0.0
14	12	2020	la-mussara	12.8	7.7	9.6	1.4	0.0
15	12	2020	la-mussara	10.2	5.7	7.9	6.9	0.2
16	12	2020	la-mussara	9.6	4.8	7.3	4.0	0.2
17	12	2020	la-mussara	10.7	7.7	8.9	1.8	0.0
18	12	2020	la-mussara	10.4	6.8	8.6	1.6	0.4
19	12	2020	la-mussara	10.3	6.0	7.6	3.2	2.2
20	12	2020	la-mussara	6.8	4.7	5.9	11.9	1.0
21	12	2020	la-mussara	9.3	4.0	6.8	6.9	0.0
22	12	2020	la-mussara	14.3	7.0	9.9	6.0	0.4
23	12	2020	la-mussara	13.8	8.8	11.0	7.4	0.0
24	12	2020	la-mussara	8.8	2.2	5.6	16.4	0.0
25	12	2020	la-mussara	3.2	-2.3	0.6	16.4	0.0
26	12	2020	la-mussara	3.1	-3.3	-0.6	21.4	0.0
27	12	2020	la-mussara	6.8	-1.9	2.3	12.4	0.0
28	12	2020	la-mussara	4.4	0.6	2.9	15.4	3.2
29	12	2020	la-mussara	4.7	0.0	2.1	14.0	0.0
30	12	2020	la-mussara	3.6	-0.9	1.0	18.5	0.0
31	12	2020	la-mussara	5.3	0.3	2.4	12.1	0.0
1	1	2021	la-mussara	1.9	-1.4	0.7	15.9	0.0
2	1	2021	la-mussara	1.3	-3.8	-1.6	20.6	0.0
3	1	2021	la-mussara	2.1	-5.1	-1.3	15.6	0.0
4	1	2021	la-mussara	2.1	-2.3	-0.7	5.8	0.0
5	1	2021	la-mussara	0.7	-3.6	-1.9	12.1	0.0
6	1	2021	la-mussara	2.4	-4.6	-1.8	5.3	0.0
7	1	2021	la-mussara	0.8	-2.7	-1.0	4.2	0.0
8	1	2021	la-mussara	1.9	-4.0	-1.3	3.1	0.0
9	1	2021	la-mussara	0.6	-2.3	-0.2	9.0	64.8
10	1	2021	la-mussara	0.1	-3.2	-1.3	0.0	11.0
11	1	2021	la-mussara	-2.6	-5.9	-4.1	0.0	0.2
12	1	2021	la-mussara	-0.4	-5.1	-2.4	24.0	0.0
13	1	2021	la-mussara	2.4	-0.5	0.9	24.8	0.0
14	1	2021	la-mussara	3.2	-0.2	1.6	26.6	0.0
15	1	2021	la-mussara	5.2	0.4	2.3	11.9	0.0
16	1	2021	la-mussara	5.3	-0.8	2.4	12.2	0.0
17	1	2021	la-mussara	8.2	3.4	5.5	14.8	0.0
18	1	2021	la-mussara	7.0	2.2	3.8	1.1	0.0
19	1	2021	la-mussara	8.2	2.1	4.8	0.3	0.4
20	1	2021	la-mussara	7.2	2.2	4.9	3.7	0.4
21	1	2021	la-mussara	9.2	5.3	7.3	6.3	0.0
22	1	2021	la-mussara	9.1	2.6	5.5	16.6	7.6
23	1	2021	la-mussara	7.7	2.2	4.8	10.8	2.8
24	1	2021	la-mussara	7.5	3.9	5.5	13.8	1.8
25	1	2021	la-mussara	6.7	2.4	4.9	6.3	0.8
26	1	2021	la-mussara	8.1	0.8	4.3	4.3	0.0
27	1	2021	la-mussara	12.7	7.8	9.9	14.2	0.2
28	1	2021	la-mussara	14.9	9.1	11.9	10.8	0.0
29	1	2021	la-mussara	13.6	9.7	11.5	10.1	0.0
30	1	2021	la-mussara	10.5	4.4	8.1	14.0	0.2
31	1	2021	la-mussara	9.9	4.1	7.0	19.8	0.2
1	2	2021	la-mussara	11.5	6.3	9.1	25.4	0.4
2	2	2021	la-mussara	13.2	7.2	9.7	8.0	0.0
3	2	2021	la-mussara	11.8	7.6	9.8	8.7	0.0
4	2	2021	la-mussara	13.0	8.4	10.2	3.5	0.0
5	2	2021	la-mussara	13.6	7.1	9.7	6.3	0.0
6	2	2021	la-mussara	11.9	3.6	8.5	6.8	0.4
7	2	2021	la-mussara	6.1	0.1	2.9	16.4	0.0
8	2	2021	la-mussara	6.7	3.6	4.8	5.3	6.0
9	2	2021	la-mussara	7.1	3.8	5.2	5.1	3.2
10	2	2021	la-mussara	6.6	2.9	4.4	13.2	3.0
11	2	2021	la-mussara	12.3	4.6	8.2	10.8	0.0
12	2	2021	la-mussara	12.6	5.6	8.5	13.0	3.4
13	2	2021	la-mussara	10.4	4.1	6.4	9.7	0.0
14	2	2021	la-mussara	6.4	2.0	3.8	1.3	8.6
15	2	2021	la-mussara	5.3	2.2	3.8	0.0	1.8
16	2	2021	la-mussara	11.8	4.2	7.7	1.6	0.8
17	2	2021	la-mussara	12.9	8.2	10.2	1.8	0.0
